date,location,event,participants_on_record,source_urls,notes,deep_search_event,deep_search_notes
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2101 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2102 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2103 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2104 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2105 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2106 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2107 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2108 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2109 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2110 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2111 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2112 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
2024-01,"SDNY Docket (Giuffre v. Maxwell, 15-cv-7433)",ECF 2113 – (Future or overflow entry; exact title TBD),U.S. District Court SDNY,https://www.courtlistener.com/docket/4310254/giuffre-v-maxwell/,"Overflow placeholder; reserved for potential later filings, unsealings, or re‑indexings beyond ECF 2100.",pending,"If docket expands, capture new entries’ filer, date, and document title; update master timeline accordingly."
